CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
D,36,Defaulted,2006-10-20 11:15:06.197,0.29775999999999997,0.29,5.950066585742402,Not Available,MO,Student - Technical School,Not available,False,0.27594660400633886,960.0,22.271949286846276,0,2500,104.76,629.5
A,36,Completed,2007-10-16 18:44:59.560,0.127,0.12,5.950066585742402,Not Available,MI,Nurse's Aide,Full-time,True,0.33,2500.0,22.271949286846276,0,5000,166.07,729.5
A,36,Completed,2007-01-10 15:54:30.647,0.13452999999999998,0.1275,5.950066585742402,Not Available,OR,Other,Not available,True,0.31,5500.0,22.271949286846276,0,19000,637.9,749.5
B,36,Defaulted,2007-01-29 19:38:10.950,0.21438000000000001,0.207,5.950066585742402,Not Available,CA,Sales - Commission,Not available,True,0.86,2416.666667,22.271949286846276,0,8500,318.93,689.5
D,36,Chargedoff,2007-06-28 05:09:27.267,0.26752,0.2599,5.950066585742402,Not Available,MN,Truck Driver,Full-time,False,0.6,3333.333333,22.271949286846276,0,3000,120.86,629.5
C,36,Completed,2007-02-10 07:04:53.390,0.13202,0.125,5.950066585742402,Not Available,WI,Other,Not available,True,0.11,6666.666667,22.271949286846276,0,5000,167.27,669.5
A,36,Completed,2008-08-17 00:23:32.553,0.10032999999999999,0.0865,5.950066585742402,Home Improvement,CO,Pilot - Private/Commercial,Full-time,True,0.24,6250.0,22.271949286846276,0,4500,142.37,749.5
B,36,Chargedoff,2007-11-28 06:16:30.140,0.18725999999999998,0.18,5.950066585742402,Not Available,AZ,Executive,Full-time,False,0.24,7916.666667,22.271949286846276,0,25000,903.81,689.5
B,36,Completed,2008-02-06 09:47:39.340,0.15428,0.14,5.950066585742402,Debt Consolidation,WA,Other,Full-time,False,0.49,3750.0,22.271949286846276,0,10000,341.78,689.5
B,36,Completed,2007-11-06 08:29:18.757,0.18725999999999998,0.18,5.950066585742402,Not Available,MN,Other,Part-time,True,0.36,1437.0,22.271949286846276,0,4600,166.3,689.5
AA,36,Completed,2007-12-02 11:27:12.063,0.08985,0.083,5.950066585742402,Not Available,VA,Executive,Full-time,True,0.11,15000.0,22.271949286846276,0,4900,154.23,829.5
C,36,Defaulted,2007-09-27 14:49:54.650,0.22050999999999998,0.2131,5.950066585742402,Not Available,CA,Nurse (LPN),Full-time,True,0.2,4166.666667,22.271949286846276,0,10000,378.34,649.5
B,36,Completed,2007-02-06 15:00:37.290,0.15713,0.15,5.950066585742402,Not Available,NH,Professional,Not available,False,0.18,8858.166667,22.271949286846276,0,25000,866.63,709.5
C,36,Defaulted,2008-05-27 12:21:02.420,0.17018,0.1485,5.950066585742402,Personal Loan,VA,Executive,Full-time,False,0.17,9166.666667,22.271949286846276,0,7000,242.14,669.5
C,36,Completed,2008-06-04 15:14:57.640,0.19906,0.177,5.950066585742402,Personal Loan,RI,Other,Full-time,False,0.32,1590.0,22.271949286846276,1,7500,270.02,669.5
AA,36,Completed,2008-01-15 15:17:38.947,0.07981,0.073,5.950066585742402,Personal Loan,NY,Computer Programmer,Full-time,False,0.02,11666.666667,22.271949286846276,0,2690,83.43,769.5
B,36,Completed,2008-08-12 14:19:04.527,0.13588,0.1182,5.950066585742402,Other,IN,Other,Full-time,True,0.48,1500.0,22.271949286846276,2,1000,33.13,709.5
HR,36,Completed,2008-02-03 21:31:08.290,0.32358000000000003,0.2998,5.950066585742402,Debt Consolidation,UT,Tradesman - Mechanic,Full-time,False,0.18,2333.333333,22.271949286846276,0,3000,102.89,529.5
D,36,Completed,2008-09-03 10:35:43.123,0.22236999999999998,0.2,5.950066585742402,Student Use,WA,Fireman,Full-time,False,0.14,5416.666667,22.271949286846276,0,1000,0.0,629.5
AA,36,Chargedoff,2006-12-06 19:02:43.130,0.1496,0.1425,5.950066585742402,Not Available,MA,Police Officer/Correction Officer,Not available,True,0.56,3333.333333,22.271949286846276,0,24000,823.18,769.5
D,36,Completed,2008-05-22 21:14:00.187,0.16460999999999998,0.143,5.950066585742402,Debt Consolidation,DC,Other,Full-time,False,0.22,3500.0,22.271949286846276,0,7500,256.26,629.5
C,36,Chargedoff,2008-06-23 11:25:21.537,0.37453000000000003,0.35,5.950066585742402,Business,MO,Civil Service,Full-time,True,0.24,4166.666667,22.271949286846276,0,5000,226.18,669.5
NC,36,Defaulted,2006-11-14 08:23:08.430,0.27276,0.26,5.950066585742402,Not Available,IL,Clerical,Not available,False,0.03,2316.666667,22.271949286846276,0,1500,60.44,9.5
AA,36,Completed,2008-03-21 13:27:43.693,0.07032000000000001,0.059,5.950066585742402,Business,PA,Nurse (RN),Full-time,True,0.16,9166.666667,22.271949286846276,0,1500,45.56,809.5
E,36,Defaulted,2006-07-24 19:10:14.473,0.28018000000000004,0.2725,5.950066585742402,Not Available,TX,Professional,Not available,False,0.23,10416.666667,22.271949286846276,0,9500,389.11,569.5
B,36,Completed,2008-06-04 11:41:26.500,0.11142,0.0975,5.950066585742402,Personal Loan,MN,Other,Full-time,False,0.06,4233.333333,22.271949286846276,0,2000,64.3,709.5
A,36,Completed,2008-04-16 11:17:01.527,0.10739000000000001,0.0935,5.950066585742402,Personal Loan,PA,Other,Retired,True,0.43,2416.666667,11.0,0,3000,95.89,729.5
HR,36,Completed,2007-01-21 13:24:53.830,0.29223000000000005,0.2845,5.950066585742402,Not Available,GA,Retail Management,Not available,True,0.06,2166.666667,22.271949286846276,0,3050,126.9,489.5
B,36,Chargedoff,2007-04-15 08:01:41.070,0.15613,0.149,5.950066585742402,Not Available,FL,Professional,Full-time,True,0.19,6599.666667,22.271949286846276,0,20000,692.33,689.5
AA,36,Completed,2008-03-19 15:48:23.440,0.06688,0.0499,5.950066585742402,Personal Loan,CA,Other,Full-time,True,0.0,9000.0,22.271949286846276,2,1000,29.97,869.5
B,36,Completed,2007-08-21 11:34:26.353,0.13705,0.13,5.950066585742402,Not Available,MO,Clerical,Full-time,True,0.16,4600.0,22.271949286846276,0,6000,202.16,709.5
B,36,Chargedoff,2007-10-28 21:27:31.307,0.12911,0.1221,5.950066585742402,Not Available,MN,Professional,Full-time,False,0.24,5000.0,22.271949286846276,0,5000,166.57,689.5
C,36,Completed,2008-04-12 17:49:28.630,0.27767,0.27,5.950066585742402,Business,MO,Principal,Full-time,False,0.27594660400633886,0.0,22.271949286846276,0,7500,306.19,669.5
A,36,Completed,2007-06-25 16:15:27.593,0.10739000000000001,0.09,5.950066585742402,Not Available,OH,Other,Full-time,True,0.37,5000.0,22.271949286846276,0,1000,31.8,749.5
AA,36,Completed,2006-12-22 12:12:35.390,0.08617000000000001,0.069,5.950066585742402,Not Available,AR,Computer Programmer,Not available,True,0.09,4333.333333,22.271949286846276,0,1000,30.83,829.5
A,36,Defaulted,2008-09-13 11:51:40.320,0.17445,0.16,5.950066585742402,Debt Consolidation,WA,Sales - Commission,Self-employed,True,0.27594660400633886,10833.333333,25.0,1,14000,492.2,749.5
C,36,Chargedoff,2007-06-18 17:21:22.663,0.2421,0.2346,5.950066585742402,Not Available,WA,Fireman,Full-time,True,0.42,5583.333333,22.271949286846276,0,15000,584.25,649.5
HR,36,Defaulted,2008-02-20 10:46:38.547,0.26292,0.24,5.950066585742402,Debt Consolidation,WA,Other,Full-time,False,0.42,2833.333333,6.0,0,1500,58.85,529.5
C,36,Completed,2008-04-05 10:19:03.943,0.15793,0.1364,5.950066585742402,Personal Loan,MA,Computer Programmer,Full-time,False,0.09,5833.333333,10.0,0,6001,45.88,669.5
B,36,Completed,2008-05-14 17:20:38.447,0.14419,0.13,5.950066585742402,Personal Loan,NC,Engineer - Mechanical,Full-time,False,0.12,8416.666667,22.271949286846276,0,4500,151.62,689.5
D,36,Completed,2008-09-27 05:42:35.203,0.19855,0.1765,5.950066585742402,Debt Consolidation,SC,Administrative Assistant,Full-time,False,0.21,1666.666667,22.271949286846276,0,5000,179.89,609.5
AA,36,Completed,2006-12-11 13:41:20.050,0.10692,0.1,5.950066585742402,Not Available,TX,Computer Programmer,Not available,True,0.19,4160.0,22.271949286846276,0,19500,626.6,789.5
AA,36,Completed,2007-01-13 09:48:48.010,0.08415,0.067,5.950066585742402,Not Available,NC,Other,Not available,True,0.13,3750.0,22.271949286846276,0,1000,30.74,809.5
C,36,Completed,2007-12-07 13:12:25.020,0.28259,0.2749,5.950066585742402,Personal Loan,MN,Retail Management,Full-time,True,0.53,5833.333333,22.271949286846276,1,4000,159.41,649.5
D,36,Defaulted,2007-12-30 10:31:02.387,0.19991,0.1926,5.950066585742402,Debt Consolidation,OK,Sales - Retail,Full-time,True,0.2,3916.666667,22.271949286846276,0,5000,183.94,629.5
C,36,Completed,2008-02-08 18:49:04.907,0.35524,0.331,5.950066585742402,Business,NM,Fireman,Full-time,True,0.44,5000.0,22.271949286846276,0,5000,220.84,649.5
A,36,Defaulted,2007-04-06 05:12:06.360,0.14709,0.14,5.950066585742402,Not Available,IL,Sales - Commission,Full-time,False,0.1,8975.416667,22.271949286846276,0,25000,854.44,729.5
A,36,Completed,2007-06-07 20:02:21.133,0.09688,0.09,5.950066585742402,Not Available,VA,Professional,Full-time,True,0.18,5916.666667,22.271949286846276,0,5000,159.0,749.5
HR,36,Chargedoff,2006-11-30 20:23:14.953,0.29972,0.29,5.950066585742402,Not Available,AL,Other,Not available,False,0.03,2916.666667,22.271949286846276,0,2000,83.81,469.5
A,36,Completed,2007-08-15 08:37:46.723,0.13172,0.1247,5.950066585742402,Not Available,OH,Professional,Full-time,True,0.39,5839.833333,22.271949286846276,0,12015,401.77,749.5
D,36,Completed,2008-01-08 08:18:35.520,0.26884,0.2497,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,False,0.22,4166.666667,22.271949286846276,1,3000,119.23,609.5
AA,36,Chargedoff,2007-05-17 13:17:23.717,0.11696,0.11,5.950066585742402,Not Available,CA,Professional,Full-time,True,0.14,6409.0,22.271949286846276,0,25000,818.47,769.5
C,36,Chargedoff,2008-07-13 08:48:40.583,0.19146,0.1695,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,True,0.09,12083.333333,22.0,0,4000,142.51,669.5
C,36,Completed,2008-05-07 14:14:09.483,0.35423000000000004,0.33,5.950066585742402,Personal Loan,CO,Food Service Management,Full-time,False,0.29,3000.0,22.271949286846276,0,12000,505.08,649.5
HR,36,Defaulted,2007-03-30 16:46:33.903,0.30564,0.29,5.950066585742402,Not Available,CA,Realtor,Full-time,False,0.38,3333.333333,22.271949286846276,0,5000,209.53,529.5
AA,36,Chargedoff,2008-03-22 08:11:14.720,0.18725999999999998,0.18,5.950066585742402,Debt Consolidation,MD,Sales - Commission,Self-employed,False,0.09,5000.0,22.271949286846276,0,6250,225.95,769.5
A,36,Chargedoff,2008-03-07 10:32:50.363,0.11034000000000001,0.108,5.950066585742402,Business,TX,Executive,Full-time,True,0.4,13333.333333,13.0,0,7400,241.57,729.5
E,36,Chargedoff,2006-12-18 12:14:19.050,0.30911,0.2895,5.950066585742402,Not Available,TX,Civil Service,Not available,True,0.38,3333.333333,22.271949286846276,0,1000,41.88,569.5
B,36,Chargedoff,2008-03-18 08:00:15.190,0.20613,0.1951,5.950066585742402,Personal Loan,AZ,Engineer - Electrical,Full-time,True,0.27,5108.333333,22.271949286846276,0,5000,184.57,689.5
B,36,Completed,2008-04-17 15:49:18.240,0.16435999999999998,0.15,5.950066585742402,Business,CA,Administrative Assistant,Full-time,True,0.29,3858.833333,22.271949286846276,0,2500,86.66,689.5
C,36,Defaulted,2008-05-04 17:23:35.570,0.18112,0.1593,5.950066585742402,Home Improvement,NY,Civil Service,Full-time,True,0.26,4583.333333,16.0,1,4000,140.49,649.5
E,36,Defaulted,2006-07-20 07:22:43.340,0.28269,0.275,5.950066585742402,Not Available,IL,Executive,Not available,True,0.23,13750.0,22.271949286846276,0,3000,123.28,549.5
B,36,Completed,2008-04-27 06:53:53.737,0.11698,0.0995,5.950066585742402,Personal Loan,ME,Other,Full-time,True,0.01,3166.666667,22.271949286846276,0,1000,32.24,689.5
B,36,Completed,2008-08-19 07:33:48.420,0.15428,0.14,5.950066585742402,Auto,IN,Engineer - Mechanical,Full-time,True,0.2,5000.0,9.0,1,3300,112.79,689.5
B,36,Completed,2008-04-04 10:59:08.160,0.1447,0.1305,5.950066585742402,Debt Consolidation,IL,Teacher,Full-time,False,0.24,3500.0,22.271949286846276,0,10000,337.18,709.5
A,36,Completed,2007-09-22 11:54:37.017,0.125,0.118,5.950066585742402,Not Available,OH,Other,Not employed,False,0.27594660400633886,0.0,22.271949286846276,1,7000,231.83,729.5
E,36,Chargedoff,2007-01-28 19:00:35.320,0.1973,0.19,5.950066585742402,Not Available,OK,Other,Not available,True,0.35,2406.666667,22.271949286846276,0,3000,109.97,549.5
D,36,Chargedoff,2008-05-06 13:43:57.777,0.17981,0.158,5.950066585742402,Personal Loan,PA,Analyst,Full-time,False,0.14,5500.0,24.0,0,2000,70.12,629.5
AA,36,Completed,2007-12-03 13:37:11.063,0.10943,0.1025,5.950066585742402,Not Available,TX,Computer Programmer,Self-employed,True,0.33,6350.0,22.271949286846276,0,25000,809.62,809.5
D,36,Chargedoff,2008-05-13 10:38:30.590,0.16460999999999998,0.143,5.950066585742402,Personal Loan,LA,Food Service,Full-time,False,0.29,1525.0,22.271949286846276,0,4000,137.29,609.5
C,36,Chargedoff,2008-06-24 05:16:41.850,0.14132,0.12,5.950066585742402,Debt Consolidation,GA,Sales - Commission,Full-time,True,0.33,6666.666667,22.271949286846276,0,6500,215.89,669.5
E,36,Completed,2008-08-17 21:09:08.673,0.29334,0.27,5.950066585742402,Student Use,CA,Clerical,Full-time,False,0.03,3500.0,12.0,0,2500,102.06,569.5
AA,36,Completed,2007-11-26 20:19:38.123,0.10742,0.1005,5.950066585742402,Not Available,LA,Computer Programmer,Full-time,False,0.2,6250.0,22.271949286846276,0,23000,742.69,789.5
B,36,Completed,2007-05-03 12:04:27.380,0.13654000000000002,0.1295,5.950066585742402,Not Available,MA,Professional,Full-time,False,0.32,6291.666667,22.271949286846276,1,9800,329.96,689.5
HR,36,Defaulted,2006-12-20 09:21:53.687,0.25756999999999997,0.25,5.950066585742402,Not Available,CA,Food Service Management,Not available,False,0.08,2083.333333,22.271949286846276,0,4000,159.04,489.5
A,36,Completed,2008-06-01 10:26:19.157,0.12503,0.111,5.950066585742402,Debt Consolidation,NC,Other,Retired,True,0.37,5000.0,22.271949286846276,1,9750,315.53,749.5
AA,36,Chargedoff,2008-03-21 07:56:24.650,0.13192,0.1249,5.950066585742402,Business,KY,Other,Full-time,False,0.27,3845.25,22.271949286846276,0,15001,501.77,769.5
D,36,Chargedoff,2008-04-15 12:16:44.000,0.17677,0.155,5.950066585742402,Debt Consolidation,NY,Student - College Graduate Student,Full-time,False,0.44,1791.6666670000002,22.271949286846276,1,7000,244.37,609.5
C,36,Chargedoff,2007-12-11 13:22:38.640,0.33785,0.3299,5.950066585742402,Debt Consolidation,IL,Sales - Commission,Full-time,False,0.25,2916.666667,22.271949286846276,0,3500,154.37,669.5
E,36,Chargedoff,2008-06-24 20:51:52.170,0.33383,0.3099,5.950066585742402,Debt Consolidation,OH,Other,Full-time,False,0.26,2111.583333,22.271949286846276,0,3000,128.99,589.5
E,36,Defaulted,2006-09-18 12:29:49.793,0.29972,0.29,5.950066585742402,Not Available,AL,Analyst,Not available,False,0.23,2666.666667,22.271949286846276,0,2000,83.81,549.5
A,36,Completed,2007-06-03 20:32:32.783,0.11415,0.1072,5.950066585742402,Not Available,OH,Student - College Graduate Student,Not employed,False,10.01,0.083333,22.271949286846276,0,3000,97.82,749.5
E,36,Completed,2006-12-03 17:08:32.467,0.27767,0.27,5.950066585742402,Not Available,CA,Sales - Commission,Not available,False,0.29,3750.0,22.271949286846276,0,12000,489.9,569.5
A,36,Completed,2008-07-06 00:38:51.583,0.07961,0.0625,5.950066585742402,Business,AZ,Food Service,Full-time,False,0.05,6666.666667,22.271949286846276,0,1000,30.54,749.5
AA,36,Completed,2008-06-17 13:30:05.240,0.08684,0.08,5.950066585742402,Personal Loan,MD,Analyst,Full-time,False,0.21,3333.333333,22.271949286846276,0,2800,87.74,769.5
E,36,Completed,2007-12-01 09:07:11.067,0.26526,0.25,5.950066585742402,Not Available,OR,Engineer - Electrical,Full-time,False,0.06,12500.0,22.271949286846276,0,1500,59.64,589.5
D,36,Chargedoff,2007-07-30 09:24:49.290,0.19228,0.185,5.950066585742402,Not Available,MD,Other,Full-time,True,0.19,4666.666667,22.271949286846276,0,6001,218.46,609.5
C,36,Completed,2008-08-26 16:01:42.427,0.15094000000000002,0.1295,5.950066585742402,Other,LA,Professional,Full-time,True,0.26,3000.0,22.271949286846276,0,2900,97.64,669.5
C,36,Completed,2008-05-20 13:58:30.710,0.17018,0.1485,5.950066585742402,Debt Consolidation,WA,Military Enlisted,Full-time,False,0.33,4166.666667,22.271949286846276,0,5000,172.96,669.5
C,36,Chargedoff,2008-03-26 20:58:54.430,0.17322,0.1515,5.950066585742402,Business,OR,Other,Full-time,False,0.26,1072.666667,22.271949286846276,0,1000,34.74,649.5
A,36,Completed,2008-04-12 07:21:15.447,0.14117000000000002,0.127,5.950066585742402,Debt Consolidation,FL,Professional,Full-time,True,0.38,4333.333333,22.271949286846276,0,10000,335.5,729.5
HR,36,Defaulted,2007-02-18 17:17:43.283,0.2148,0.2,5.950066585742402,Not Available,MD,Professional,Full-time,False,0.11,2075.0,22.271949286846276,2,7200,267.58,529.5
C,36,Completed,2008-06-13 15:43:04.040,0.12562,0.1045,5.950066585742402,Personal Loan,AL,Teacher,Full-time,True,0.23,4345.666667,22.271949286846276,0,7000,227.35,649.5
B,36,Chargedoff,2008-04-12 16:20:13.813,0.14369,0.1295,5.950066585742402,Debt Consolidation,FL,Other,Full-time,True,0.25,3333.333333,22.271949286846276,0,8000,269.36,689.5
C,36,Completed,2008-02-22 11:02:16.823,0.12562,0.1045,5.950066585742402,Business,GA,Construction,Self-employed,False,0.35,3750.0,22.271949286846276,0,7000,224.48,649.5
HR,36,Completed,2007-12-11 22:50:45.560,0.37035999999999997,0.35,5.950066585742402,Personal Loan,UT,Sales - Retail,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,0,1000,45.24,529.5
AA,36,Completed,2008-06-04 08:52:26.750,0.1268,0.1198,5.950066585742402,Personal Loan,OR,Administrative Assistant,Part-time,False,0.43,1500.0,22.271949286846276,0,6000,199.23,789.5
D,36,Completed,2007-07-04 14:19:32.940,0.21739,0.21,5.950066585742402,Not Available,CA,Other,Full-time,False,0.23,1583.333333,22.271949286846276,0,3500,82.38,609.5
AA,36,Completed,2008-08-16 12:29:40.580,0.11194000000000001,0.105,5.950066585742402,Debt Consolidation,IL,Teacher,Full-time,True,0.5,3741.666667,22.271949286846276,0,5000,162.51,769.5
HR,36,Completed,2008-03-17 19:28:44.040,0.14982,0.1284,5.950066585742402,Debt Consolidation,NY,Student - College Senior,Part-time,False,3.49,48.333333,22.271949286846276,0,1450,48.74,529.5
HR,36,Defaulted,2008-08-13 04:46:41.140,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,GA,Retail Management,Full-time,True,0.47,3583.333333,22.271949286846276,0,2000,0.0,529.5
HR,36,Chargedoff,2008-01-21 04:56:24.590,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,IL,Medical Technician,Full-time,False,0.24,1916.6666670000002,22.271949286846276,0,2000,90.47,549.5
B,36,Completed,2008-05-06 14:20:17.680,0.14065999999999998,0.1265,5.950066585742402,Student Use,CA,Student - College Graduate Student,Full-time,False,0.32,2750.0,22.271949286846276,1,9000,297.77,689.5
AA,36,Chargedoff,2008-02-02 08:25:43.103,0.10642,0.0995,5.950066585742402,Business,NE,Construction,Self-employed,True,0.23,2861.583333,22.271949286846276,0,10000,322.44,789.5
AA,36,Completed,2006-09-28 21:06:23.490,0.08885,0.082,5.950066585742402,Not Available,CA,Accountant/CPA,Not available,True,0.02,5000.0,22.271949286846276,0,3000,94.29,869.5
C,36,Completed,2007-12-24 22:12:23.973,0.21533000000000002,0.203,5.950066585742402,Debt Consolidation,OH,Nurse (LPN),Full-time,True,0.11,4000.0,22.271949286846276,0,1500,55.97,649.5
B,36,Chargedoff,2008-01-15 13:38:29.243,0.15428,0.14,5.950066585742402,Personal Loan,FL,Other,Retired,False,0.74,2183.333333,22.271949286846276,0,5000,170.89,689.5
D,36,Completed,2007-07-04 18:14:41.127,0.19910999999999998,0.1918,5.950066585742402,Not Available,OH,Scientist,Full-time,False,0.21,2833.333333,22.271949286846276,0,3500,128.61,629.5
AA,36,Completed,2008-03-14 11:38:44.897,0.06344,0.055,5.950066585742402,Personal Loan,AL,Other,Full-time,False,0.05,6250.0,22.271949286846276,1,2000,60.39,809.5
HR,36,Defaulted,2006-11-30 21:08:57.683,0.26008000000000003,0.2525,5.950066585742402,Not Available,CA,Other,Not available,False,0.03,3000.0,22.271949286846276,0,2550,101.73,509.5
HR,36,Completed,2007-03-21 06:32:27.763,0.16802,0.15,5.950066585742402,Not Available,MI,Professional,Part-time,False,0.25,1666.666667,22.271949286846276,0,1000,14.42,529.5
A,36,Completed,2006-10-18 01:58:14.767,0.09437000000000001,0.0875,5.950066585742402,Not Available,CA,Student - College Senior,Not available,False,0.02,5000.0,22.271949286846276,0,3000,95.05,729.5
